date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:42:26	29820/29820	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Aug%202018%2011:19:04%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/assets/images/blog/related/post-1.jpg	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/assets/images/blog/related/post-1.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/single.html)
10:42:27	29488/29488	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Aug%202018%2011:19:04%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/assets/images/blog/related/post-2.jpg	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/assets/images/blog/related/post-2.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/single.html)
10:42:27	35336/35336	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Aug%202018%2011:19:04%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/assets/images/blog/related/post-3.jpg	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/assets/images/blog/related/post-3.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/single.html)
10:42:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Jan%202021%2005:12:28%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-1.jpg	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-1.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/ajax/product-quick-view.html)
10:42:29	20074/20074	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Jan%202021%2005:12:29%20GMT	https://www.portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-1.jpg	D:/Ecommerce%203/www.portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-1.91.delayed	(from https://portotheme.com/html/porto_ecommerce/demo_13/ajax/product-quick-view.html)
10:42:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Jan%202021%2005:12:30%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-1-big.jpg	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-1-big.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/ajax/product-quick-view.html)
10:42:30	20074/20074	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Jan%202021%2005:12:30%20GMT	https://www.portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-1-big.jpg	D:/Ecommerce%203/www.portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-1-big.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/ajax/product-quick-view.html)
10:42:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Jan%202021%2005:12:31%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-2.jpg	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-2.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/ajax/product-quick-view.html)
10:42:31	20074/20074	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Jan%202021%2005:12:31%20GMT	https://www.portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-2.jpg	D:/Ecommerce%203/www.portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-2.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/ajax/product-quick-view.html)
10:42:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Jan%202021%2005:12:32%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-2-big.jpg	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-2-big.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/ajax/product-quick-view.html)
10:42:33	20074/20074	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Jan%202021%2005:12:33%20GMT	https://www.portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-2-big.jpg	D:/Ecommerce%203/www.portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-2-big.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/ajax/product-quick-view.html)
10:42:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Jan%202021%2005:12:33%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-3.jpg	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-3.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/ajax/product-quick-view.html)
10:42:34	20074/20074	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Jan%202021%2005:12:34%20GMT	https://www.portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-3.jpg	D:/Ecommerce%203/www.portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-3.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/ajax/product-quick-view.html)
10:42:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Jan%202021%2005:12:35%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-3-big.jpg	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-3-big.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/ajax/product-quick-view.html)
10:42:35	20074/20074	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Jan%202021%2005:12:35%20GMT	https://www.portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-3-big.jpg	D:/Ecommerce%203/www.portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-3-big.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/ajax/product-quick-view.html)
10:42:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Jan%202021%2005:12:36%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-4.jpg	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-4.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/ajax/product-quick-view.html)
10:42:36	20074/20074	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Jan%202021%2005:12:36%20GMT	https://www.portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-4.jpg	D:/Ecommerce%203/www.portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-4.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/ajax/product-quick-view.html)
10:42:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Jan%202021%2005:12:37%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-4-big.jpg	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-4-big.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/ajax/product-quick-view.html)
10:42:38	20074/20074	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Jan%202021%2005:12:38%20GMT	https://www.portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-4-big.jpg	D:/Ecommerce%203/www.portotheme.com/html/porto_ecommerce/demo_13/ajax/assets/images/products/zoom/product-4-big.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/ajax/product-quick-view.html)
10:42:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Jan%202021%2005:12:39%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/ajax/cart.html	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/ajax/cart.html	(from https://portotheme.com/html/porto_ecommerce/demo_13/ajax/product-quick-view.html)
10:42:39	1765/1765	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Oct%202019%2020:55:18%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/assets/images/products/small/product-1.jpg	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/assets/images/products/small/product-1.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/category-banner-full-width.html)
10:42:39	1726/1726	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Oct%202019%2020:55:18%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/assets/images/products/small/product-2.jpg	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/assets/images/products/small/product-2.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/category-banner-full-width.html)
10:42:39	1602/1602	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Oct%202019%2020:55:18%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/assets/images/products/small/product-3.jpg	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/assets/images/products/small/product-3.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/category-banner-full-width.html)
10:42:40	1939/1939	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Oct%202019%2020:55:18%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/assets/images/products/small/product-4.jpg	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/assets/images/products/small/product-4.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/category-banner-full-width.html)
10:42:40	1456/1456	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Oct%202019%2020:55:20%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/assets/images/products/small/product-5.jpg	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/assets/images/products/small/product-5.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/category-banner-full-width.html)
10:42:40	1287/1287	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Oct%202019%2020:55:20%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/assets/images/products/small/product-6.jpg	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/assets/images/products/small/product-6.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/category-banner-full-width.html)
